mapX,mapY,pixelX,pixelY,enable,dX,dY,residual
1987217.62552619981579483,784210.72755754622630775,1552.24937042872261372,-1253.4262300893506108,1,1.85819642049114009,-4.75554536405752515,5.10569345405059583
1987118.48623316898010671,783225.89847453346010298,1393.52184493569188817,-1499.70244784051055831,1,9.14430264410884774,-0.59171517572212906,9.16342718071333451
1985984.40689119254238904,784843.82548559864517301,1315.87828519744243749,-919.85051978529190819,1,-13.29153414074198736,2.15275461356759479,13.46474033320904518
1986811.92635219730436802,784663.76159786130301654,1496.19873921208591128,-1075.11932651897905089,1,6.1745241950595755,0.69627021940573286,6.21365763892792877
1986180.51664789253845811,784080.32897698145825416,1257.37244221338687566,-1148.95617356869388459,1,1.23564508261824813,2.07157206174588282,2.41210065652425554
1986824.57058842317201197,782390.71342134627047926,1216.68034172106081314,-1687.42480335032837502,1,1.10945287804838699,-2.73313177438512867,2.94972795097504736
1985377.35819121915847063,783434.61994141817558557,954.87577194876121212,-1222.2251027396880545,1,5.87720425266854818,-1.28673519475728426,6.01641232704444295
1986915.68668822688050568,782474.26406462828163058,1252.78522944579299292,-1678.27446179072876475,1,0.09995152450551359,-4.26480435922485412,4.26597544879413171
1987251.73730738391168416,782446.40470406739041209,1351.95968648971688708,-1715.66810952860191719,1,-12.20774285675815918,8.71133497342566443,14.99721116327829229
